age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
34.0,70000,MORTGAGE,5,EDUCATION,5000,14.61,0.07,Y,7,1,5000
34.0,44000,RENT,0,MEDICAL,7500,13.23,0.17,N,10,1,7500
34.0,25000,RENT,4,PERSONAL,2000,15.33,0.08,N,6,1,2000
34.0,39672,RENT,18,DEBTCONSOLIDATION,16750,15.28,0.42,N,7,1,16750
34.0,80000,RENT,0,PERSONAL,30000,7.29,0.38,N,10,1,30000
34.0,71000,RENT,5,HOMEIMPROVEMENT,4000,16.0,0.06,Y,6,1,4000
34.0,91800,MORTGAGE,0,DEBTCONSOLIDATION,25000,15.99,0.23,N,7,1,25000
34.0,73100,RENT,0,VENTURE,30000,20.25,0.43,Y,10,1,30000
34.0,48000,RENT,5,PERSONAL,20000,12.42,0.42,N,7,1,20000
34.0,45000,RENT,2,PERSONAL,15000,18.64,0.33,Y,9,1,15000
34.0,30000,RENT,0,MEDICAL,12000,10.74,0.4,N,10,1,12000
34.0,51500,RENT,5,EDUCATION,16800,11.14,0.31,N,8,1,16800
34.0,99855,MORTGAGE,4,VENTURE,6000,13.8,0.06,N,7,1,6000
34.0,98000,MORTGAGE,4,DEBTCONSOLIDATION,7500,14.11,0.07,N,7,1,7500
34.0,32000,RENT,3,VENTURE,12000,7.29,0.38,N,10,1,12000
34.0,54000,RENT,0,DEBTCONSOLIDATION,20000,6.54,0.37,N,6,1,20000
34.0,12000,RENT,1,MEDICAL,3250,15.99,0.27,N,5,1,3250
34.0,33000,RENT,2,DEBTCONSOLIDATION,2500,14.84,0.08,N,7,1,2500
34.0,62050,RENT,9,MEDICAL,17000,16.35,0.24,Y,10,1,17000
34.0,40000,RENT,4,MEDICAL,13000,9.91,0.33,N,9,1,13000
34.0,74000,RENT,6,DEBTCONSOLIDATION,16000,8.49,0.22,N,7,1,16000
34.0,27300,RENT,0,MEDICAL,11000,8.49,0.4,N,8,1,11000
34.0,49000,RENT,0,VENTURE,19750,11.14,0.4,N,7,1,19750
34.0,90000,RENT,4,PERSONAL,25000,10.99,0.26,N,8,1,25000
34.0,42000,RENT,2,PERSONAL,5000,11.71,0.12,N,10,1,5000
34.0,38000,RENT,4,VENTURE,18000,10.74,0.47,N,7,1,18000
34.0,91800,RENT,5,MEDICAL,12800,15.33,0.14,N,9,1,12800
34.0,28800,RENT,0,PERSONAL,10000,7.68,0.35,N,10,1,10000
34.0,28500,RENT,1,VENTURE,1000,14.59,0.03,N,9,1,1000
34.0,44000,RENT,5,DEBTCONSOLIDATION,20000,13.49,0.45,N,7,1,20000
34.0,73000,MORTGAGE,3,HOMEIMPROVEMENT,15000,6.54,0.21,N,5,1,15000
34.0,46800,RENT,3,HOMEIMPROVEMENT,7000,6.62,0.14,N,10,1,7000
34.0,30000,RENT,2,MEDICAL,14000,12.42,0.47,N,8,1,14000
34.0,33996,RENT,2,HOMEIMPROVEMENT,3200,15.95,0.1,N,5,1,3200
34.0,72000,MORTGAGE,3,DEBTCONSOLIDATION,12750,15.95,0.18,Y,6,1,12750
34.0,75000,RENT,5,EDUCATION,21600,15.65,0.28,Y,8,1,21600
34.0,34000,RENT,4,HOMEIMPROVEMENT,2000,9.62,0.06,N,7,1,2000
34.0,54400,MORTGAGE,4,MEDICAL,6000,14.96,0.09,Y,6,1,6000
34.0,30000,RENT,2,PERSONAL,4200,16.49,0.14,Y,9,1,4200
34.0,39000,RENT,4,DEBTCONSOLIDATION,14750,12.69,0.36,N,7,1,14750
34.0,36000,RENT,0,VENTURE,12000,7.29,0.33,N,7,1,12000
34.0,49000,RENT,0,DEBTCONSOLIDATION,2500,13.92,0.05,Y,9,1,2500
34.0,83000,MORTGAGE,0,PERSONAL,2500,7.14,0.03,N,9,1,2500
34.0,36000,RENT,5,MEDICAL,5000,13.99,0.14,N,10,1,5000
34.0,66300,MORTGAGE,4,DEBTCONSOLIDATION,6000,8.94,0.08,N,9,1,6000
34.0,41400,RENT,8,EDUCATION,14000,13.48,0.34,N,8,1,14000
34.0,33564,RENT,5,DEBTCONSOLIDATION,6000,6.99,0.18,N,9,1,6000
34.0,30000,RENT,5,DEBTCONSOLIDATION,9000,7.51,0.3,N,8,1,9000
34.0,114054,RENT,2,DEBTCONSOLIDATION,35000,11.49,0.33,N,5,1,35000
34.0,54000,MORTGAGE,0,HOMEIMPROVEMENT,4000,6.76,0.07,N,5,1,4000
34.0,30000,RENT,4,VENTURE,10000,5.79,0.33,N,10,1,10000
34.0,37680,RENT,3,VENTURE,1500,12.92,0.4,Y,5,1,1500
34.0,49000,MORTGAGE,2,PERSONAL,7000,11.99,0.14,N,7,1,7000
34.0,42000,MORTGAGE,4,HOMEIMPROVEMENT,10000,13.22,0.24,Y,5,1,10000
34.0,30000,RENT,3,MEDICAL,6500,16.35,0.21,Y,5,1,6500
34.0,40000,RENT,5,MEDICAL,15000,9.91,0.38,N,5,1,15000
34.0,52000,RENT,2,EDUCATION,5000,16.32,0.1,N,7,1,5000
34.0,38000,RENT,1,DEBTCONSOLIDATION,11000,13.47,0.31,Y,10,1,11000
34.0,36000,RENT,2,DEBTCONSOLIDATION,2000,11.89,0.06,N,8,1,2000
34.0,74872,RENT,3,MEDICAL,20000,11.36,0.22,N,9,1,20000
34.0,73000,MORTGAGE,7,DEBTCONSOLIDATION,4000,7.29,0.05,N,9,1,4000
34.0,38000,RENT,2,MEDICAL,5000,9.99,0.13,N,7,1,5000
34.0,77000,RENT,5,PERSONAL,15000,16.77,0.19,Y,10,1,15000
34.0,24000,RENT,0,VENTURE,5000,8.94,0.21,N,9,1,5000
34.0,83000,MORTGAGE,3,DEBTCONSOLIDATION,28000,15.96,0.34,Y,8,1,28000
34.0,45000,RENT,2,DEBTCONSOLIDATION,8400,15.28,0.18,N,7,1,8400
34.0,30000,RENT,6,EDUCATION,12000,10.99,0.4,N,10,1,12000
34.0,30960,RENT,1,MEDICAL,2400,14.54,0.08,N,5,1,2400
34.0,30000,RENT,3,PERSONAL,7500,13.24,0.25,Y,5,1,7500
34.0,30000,RENT,0,VENTURE,4800,15.62,0.16,Y,7,1,4800
34.0,45600,RENT,0,MEDICAL,10000,14.11,0.22,Y,6,1,10000
34.0,27000,RENT,2,VENTURE,2400,15.57,0.09,N,7,1,2400
34.0,48000,RENT,2,PERSONAL,15000,11.36,0.31,N,5,1,15000
34.0,70000,RENT,14,DEBTCONSOLIDATION,19000,11.14,0.25,N,7,1,19000
34.0,59000,RENT,3,MEDICAL,17500,6.17,0.31,N,5,1,17500
34.0,16000,RENT,0,PERSONAL,3000,14.46,0.18,N,5,1,3000
34.0,30000,RENT,4,MEDICAL,12000,18.25,0.4,Y,5,1,12000
34.0,88000,RENT,0,HOMEIMPROVEMENT,12000,13.49,0.14,Y,7,1,12000
34.0,51312,RENT,0,HOMEIMPROVEMENT,18000,13.85,0.35,N,8,1,18000
34.0,66000,RENT,17,EDUCATION,5000,13.49,0.08,N,9,1,5000
34.0,44000,RENT,0,VENTURE,3000,17.58,0.07,N,6,1,3000
34.0,30000,RENT,1,HOMEIMPROVEMENT,10000,15.95,0.33,Y,8,1,10000
34.0,34000,RENT,0,DEBTCONSOLIDATION,6400,13.61,0.19,Y,9,1,6400
34.0,120000,RENT,6,PERSONAL,30000,9.99,0.25,N,6,1,30000
34.0,51000,RENT,8,PERSONAL,20000,10.25,0.39,N,8,1,20000
34.0,56000,RENT,18,DEBTCONSOLIDATION,20000,11.71,0.36,N,10,1,20000
34.0,29000,RENT,1,HOMEIMPROVEMENT,8000,14.11,0.28,Y,5,1,8000
34.0,36000,RENT,6,VENTURE,15000,13.49,0.42,N,6,1,15000
34.0,30000,RENT,2,PERSONAL,11500,10.39,0.38,N,9,1,11500
34.0,18000,RENT,1,EDUCATION,6250,13.85,0.36,N,8,1,6250
34.0,35000,RENT,5,MEDICAL,12500,15.33,0.36,Y,9,1,12500
34.0,67392,MORTGAGE,0,DEBTCONSOLIDATION,15000,13.85,0.22,N,4,1,15000
35.0,28000,RENT,2,EDUCATION,10000,14.96,0.36,N,5,1,10000
35.0,31000,RENT,5,DEBTCONSOLIDATION,4750,14.42,0.15,Y,9,1,4750
35.0,45000,RENT,11,EDUCATION,15000,10.65,0.33,N,10,1,15000
35.0,66300,RENT,0,MEDICAL,7500,15.7,0.1,N,6,1,7500
35.0,36000,RENT,3,EDUCATION,4000,18.79,0.11,Y,5,1,4000
35.0,60000,RENT,7,HOMEIMPROVEMENT,20000,9.99,0.33,N,9,1,20000
35.0,30000,RENT,2,DEBTCONSOLIDATION,10000,12.42,0.33,N,5,1,10000
35.0,33000,RENT,4,DEBTCONSOLIDATION,15000,11.86,0.45,N,9,1,15000
35.0,85000,RENT,1,EDUCATION,5000,18.39,0.06,N,7,1,5000
35.0,90000,RENT,5,MEDICAL,15000,14.46,0.17,N,5,1,15000
35.0,33000,RENT,2,EDUCATION,8600,13.35,0.27,N,6,1,8600
35.0,78000,RENT,3,PERSONAL,4800,10.99,0.06,N,5,1,4800
35.0,28000,RENT,2,HOMEIMPROVEMENT,3250,16.77,0.12,N,6,1,3250
35.0,36000,RENT,1,MEDICAL,2400,8.9,0.07,N,5,1,2400
35.0,31100,MORTGAGE,16,MEDICAL,3000,14.59,0.1,N,9,1,3000
35.0,61200,RENT,1,MEDICAL,4500,10.59,0.07,N,8,1,4500
35.0,36000,MORTGAGE,2,MEDICAL,6000,16.45,0.17,Y,8,1,6000
35.0,33144,RENT,3,DEBTCONSOLIDATION,8000,16.45,0.24,N,10,1,8000
35.0,39000,RENT,5,DEBTCONSOLIDATION,6450,15.99,0.16,Y,5,1,6450
35.0,69000,RENT,1,DEBTCONSOLIDATION,3000,14.09,0.04,Y,6,1,3000
35.0,32000,RENT,0,MEDICAL,10000,9.99,0.31,N,7,1,10000
35.0,138000,RENT,2,VENTURE,15000,14.96,0.11,Y,5,1,15000
35.0,34000,RENT,0,VENTURE,2000,15.62,0.06,N,7,1,2000
35.0,39000,RENT,2,VENTURE,8000,20.16,0.2,Y,7,1,8000
35.0,33996,RENT,19,PERSONAL,14000,14.96,0.44,N,7,1,14000
35.0,54000,RENT,1,EDUCATION,6000,7.51,0.11,N,9,1,6000
35.0,43000,RENT,0,EDUCATION,18500,12.87,0.42,Y,8,1,18500
35.0,24000,RENT,2,VENTURE,3600,15.28,0.15,Y,6,1,3600
35.0,45996,RENT,2,VENTURE,9000,14.11,0.2,Y,5,1,9000
35.0,36000,RENT,2,VENTURE,14000,10.62,0.4,N,9,1,14000
35.0,56000,MORTGAGE,14,DEBTCONSOLIDATION,5000,8.9,0.09,N,8,1,5000
35.0,44000,RENT,0,HOMEIMPROVEMENT,6000,16.82,0.14,N,6,1,6000
35.0,54000,RENT,2,PERSONAL,20000,15.57,0.37,Y,8,1,20000
35.0,30000,MORTGAGE,3,EDUCATION,7000,11.11,0.23,N,9,1,7000
35.0,39600,RENT,2,PERSONAL,10000,10.99,0.25,N,10,1,10000
35.0,86000,MORTGAGE,5,DEBTCONSOLIDATION,15000,16.4,0.17,N,9,1,15000
35.0,25000,RENT,4,DEBTCONSOLIDATION,8000,11.48,0.32,N,10,1,8000
35.0,48000,RENT,9,MEDICAL,16000,12.18,0.31,N,5,1,16000
35.0,60000,MORTGAGE,2,DEBTCONSOLIDATION,13000,15.95,0.22,N,7,1,13000
35.0,24000,RENT,0,HOMEIMPROVEMENT,4000,13.92,0.17,Y,7,1,4000
35.0,54225,MORTGAGE,5,EDUCATION,17000,16.7,0.32,Y,9,1,17000
35.0,44000,RENT,0,EDUCATION,8000,14.91,0.18,Y,5,1,8000
35.0,47000,MORTGAGE,1,EDUCATION,15000,15.68,0.32,Y,7,1,15000
35.0,78000,MORTGAGE,9,DEBTCONSOLIDATION,9600,15.31,0.12,N,10,1,9600
35.0,30000,MORTGAGE,14,HOMEIMPROVEMENT,8200,7.29,0.28,N,9,1,8200
35.0,130000,MORTGAGE,11,PERSONAL,3000,11.11,0.23,N,8,1,3000
35.0,30000,RENT,2,MEDICAL,10000,13.49,0.33,N,10,1,10000
35.0,38000,MORTGAGE,2,VENTURE,6000,15.99,0.16,Y,9,1,6000
35.0,33000,RENT,0,MEDICAL,7500,11.34,0.23,Y,6,1,7500
35.0,46000,MORTGAGE,6,EDUCATION,10000,14.65,0.22,N,6,1,10000
35.0,133000,MORTGAGE,13,EDUCATION,15000,12.18,0.11,N,9,1,15000
35.0,74000,RENT,0,HOMEIMPROVEMENT,20000,11.89,0.27,N,8,1,20000
35.0,56004,RENT,8,EDUCATION,20000,14.61,0.36,N,10,1,20000
35.0,43000,RENT,6,EDUCATION,17000,13.49,0.39,N,10,1,17000
35.0,97750,MORTGAGE,5,MEDICAL,20000,6.54,0.17,N,6,1,20000
35.0,42000,MORTGAGE,2,PERSONAL,2000,15.62,0.05,Y,8,1,2000
35.0,54000,RENT,1,DEBTCONSOLIDATION,8000,14.35,0.15,N,10,1,8000
35.0,65000,MORTGAGE,4,DEBTCONSOLIDATION,7000,15.62,0.11,Y,9,1,7000
35.0,30000,RENT,2,VENTURE,10000,15.31,0.33,Y,5,1,10000
35.0,44000,RENT,2,VENTURE,7500,16.32,0.17,N,5,1,7500
35.0,55000,RENT,3,HOMEIMPROVEMENT,17000,10.74,0.31,N,5,1,17000
35.0,37000,RENT,5,MEDICAL,17000,7.88,0.46,N,6,1,17000
35.0,57000,RENT,2,MEDICAL,20000,20.17,0.36,Y,9,1,20000
35.0,40000,RENT,0,VENTURE,15000,13.11,0.38,N,10,1,15000
35.0,48000,RENT,1,HOMEIMPROVEMENT,4750,13.43,0.1,Y,9,1,4750
35.0,30000,RENT,2,EDUCATION,10000,10.37,0.33,N,5,1,10000
35.0,35496,RENT,4,VENTURE,6000,8.0,0.17,N,8,1,6000
35.0,34000,RENT,2,DEBTCONSOLIDATION,7000,10.38,0.21,N,10,1,7000
35.0,60000,RENT,19,MEDICAL,30000,7.51,0.5,N,8,1,30000
35.0,31000,RENT,9,MEDICAL,1500,15.33,0.05,N,10,1,1500
35.0,82500,MORTGAGE,3,DEBTCONSOLIDATION,12000,7.49,0.14,N,6,1,12000
35.0,37000,RENT,2,MEDICAL,18500,9.99,0.47,N,6,1,18500
35.0,49000,RENT,2,DEBTCONSOLIDATION,16000,14.09,0.33,N,5,1,16000
35.0,34000,MORTGAGE,6,MEDICAL,4000,16.32,0.12,Y,8,1,4000
35.0,42000,RENT,6,EDUCATION,3000,10.37,0.07,N,6,1,3000
35.0,54000,RENT,11,DEBTCONSOLIDATION,12000,18.64,0.22,Y,7,1,12000
35.0,54000,RENT,7,PERSONAL,4000,11.26,0.07,N,8,1,4000
35.0,58800,RENT,15,PERSONAL,20000,11.71,0.34,N,10,1,20000
35.0,115000,MORTGAGE,4,DEBTCONSOLIDATION,8275,16.49,0.07,Y,9,1,8275
35.0,51996,RENT,3,MEDICAL,24250,10.37,0.49,N,6,1,24250
35.0,36000,RENT,5,VENTURE,15000,10.99,0.42,N,9,1,15000
35.0,30000,MORTGAGE,2,DEBTCONSOLIDATION,10000,7.66,0.33,N,9,1,10000
35.0,58650,RENT,5,MEDICAL,16500,16.29,0.22,N,8,1,16500
35.0,49000,RENT,2,DEBTCONSOLIDATION,5000,14.46,0.1,Y,10,1,5000
35.0,20000,RENT,0,PERSONAL,6000,11.14,0.3,N,6,1,6000
35.0,50000,RENT,2,DEBTCONSOLIDATION,18000,6.54,0.37,N,6,1,18000
35.0,54000,RENT,4,DEBTCONSOLIDATION,10000,14.11,0.19,Y,6,1,10000
35.0,45000,RENT,6,MEDICAL,15650,11.49,0.34,N,9,1,15650
35.0,66000,RENT,18,HOMEIMPROVEMENT,15000,11.49,0.23,N,9,1,15000
35.0,59497,MORTGAGE,9,EDUCATION,7750,16.77,0.12,N,8,1,7750
35.0,36000,RENT,4,PERSONAL,15000,10.99,0.42,N,7,1,15000
35.0,70000,RENT,3,DEBTCONSOLIDATION,3600,15.28,0.05,Y,8,1,3600
35.0,31000,RENT,2,VENTURE,15075,10.74,0.49,N,5,1,15075
35.0,28800,RENT,2,MEDICAL,14500,14.65,0.51,N,8,1,14500
35.0,30000,RENT,1,MEDICAL,6800,14.59,0.22,N,7,1,6800
35.0,24000,RENT,1,HOMEIMPROVEMENT,12000,6.54,0.5,N,5,1,12000
35.0,29400,RENT,5,MEDICAL,5000,10.75,0.17,N,7,1,5000
35.0,24996,RENT,0,MEDICAL,5000,18.09,0.2,N,5,1,5000
35.0,78400,RENT,1,EDUCATION,18250,16.7,0.22,Y,9,1,18250
35.0,51848,RENT,4,MEDICAL,13000,15.28,0.26,N,9,1,13000
35.0,49000,RENT,0,HOMEIMPROVEMENT,2400,15.62,0.05,N,9,1,2400
35.0,30000,RENT,1,MEDICAL,8500,14.11,0.29,N,5,1,8500
35.0,25000,RENT,5,EDUCATION,5000,12.42,0.2,N,6,1,5000
35.0,78700,MORTGAGE,11,EDUCATION,9000,7.46,0.12,N,10,1,9000
35.0,25000,RENT,4,MEDICAL,6400,6.54,0.26,N,9,1,6400
35.0,108000,RENT,9,PERSONAL,25000,13.16,0.22,Y,9,1,25000
35.0,31000,RENT,14,MEDICAL,11000,14.09,0.36,N,6,1,11000
35.0,78000,MORTGAGE,14,DEBTCONSOLIDATION,5500,7.66,0.07,N,5,1,5500
35.0,29000,RENT,0,DEBTCONSOLIDATION,7000,15.65,0.24,N,10,1,7000
35.0,54000,RENT,0,DEBTCONSOLIDATION,6000,16.77,0.11,Y,9,1,6000
35.0,60000,MORTGAGE,4,PERSONAL,6000,11.48,0.1,N,8,1,6000
35.0,44004,MORTGAGE,2,MEDICAL,2400,14.09,0.05,N,6,1,2400
35.0,39000,RENT,2,MEDICAL,3000,17.19,0.08,Y,6,1,3000
35.0,38000,RENT,0,PERSONAL,12000,10.65,0.32,N,8,1,12000
35.0,46000,RENT,5,PERSONAL,12000,15.7,0.28,N,7,1,12000
35.0,83234,MORTGAGE,19,EDUCATION,3625,18.25,0.04,Y,10,1,3625
35.0,86000,MORTGAGE,5,PERSONAL,20000,10.99,0.23,N,8,1,20000
35.0,40000,RENT,2,PERSONAL,14000,13.11,0.35,Y,10,1,14000
35.0,54000,RENT,0,HOMEIMPROVEMENT,8000,11.11,0.15,N,9,1,8000
35.0,148000,RENT,6,DEBTCONSOLIDATION,25000,16.02,0.17,N,7,1,25000
35.0,51000,RENT,5,MEDICAL,7000,14.11,0.14,N,5,1,7000
35.0,83300,OWN,2,MEDICAL,25000,16.95,0.29,N,6,1,25000
35.0,61425,RENT,2,HOMEIMPROVEMENT,2500,11.49,0.04,N,9,1,2500
35.0,64956,RENT,14,MEDICAL,24000,16.02,0.37,N,9,1,24000
35.0,38000,RENT,5,PERSONAL,12000,11.71,0.32,N,5,1,12000
35.0,31897,RENT,8,MEDICAL,14500,12.68,0.47,N,6,1,14500
35.0,132000,RENT,2,DEBTCONSOLIDATION,27000,13.16,0.19,Y,8,1,27000
35.0,75000,RENT,1,HOMEIMPROVEMENT,13200,16.49,0.18,N,8,1,13200
35.0,32000,RENT,4,DEBTCONSOLIDATION,10000,13.57,0.31,N,8,1,10000
36.0,60000,RENT,0,EDUCATION,19200,10.99,0.31,N,14,1,19200
36.0,9600,RENT,0,PERSONAL,2100,16.45,0.22,N,16,1,2100
36.0,60000,RENT,15,PERSONAL,24000,15.31,0.4,Y,8,1,24000
36.0,38760,RENT,0,EDUCATION,8000,7.4,0.21,N,17,1,8000
36.0,32000,RENT,6,HOMEIMPROVEMENT,10750,11.36,0.34,N,15,1,10750
36.0,33800,RENT,2,PERSONAL,14400,16.0,0.43,Y,12,1,14400
36.0,44004,MORTGAGE,2,VENTURE,2000,13.61,0.05,Y,13,1,2000
36.0,50000,RENT,0,PERSONAL,16000,14.72,0.32,Y,12,1,16000
36.0,54000,RENT,19,EDUCATION,9600,19.29,0.19,Y,14,1,9600
36.0,40000,RENT,2,EDUCATION,9600,6.62,0.24,N,13,1,9600
36.0,75689,RENT,2,MEDICAL,25000,7.49,0.33,N,13,1,25000
36.0,38500,RENT,0,DEBTCONSOLIDATION,3000,8.94,0.08,N,11,1,3000
36.0,86004,RENT,1,PERSONAL,15000,6.91,0.17,N,14,1,15000
36.0,54000,RENT,4,HOMEIMPROVEMENT,2000,13.49,0.04,Y,15,1,2000
36.0,91800,MORTGAGE,0,EDUCATION,13000,11.89,0.12,N,15,1,13000
36.0,64000,MORTGAGE,17,DEBTCONSOLIDATION,3200,16.49,0.05,N,16,1,3200
36.0,74000,MORTGAGE,4,HOMEIMPROVEMENT,5000,11.14,0.07,N,15,1,5000
36.0,62500,RENT,0,EDUCATION,24250,11.36,0.39,N,13,1,24250
36.0,78000,RENT,4,HOMEIMPROVEMENT,25000,10.62,0.32,N,12,1,25000
36.0,33481,RENT,4,EDUCATION,13475,15.7,0.4,Y,12,1,13475
36.0,30000,RENT,7,MEDICAL,10000,15.99,0.33,N,16,1,10000
36.0,74400,RENT,6,EDUCATION,10000,8.94,0.13,N,14,1,10000
36.0,30000,RENT,2,PERSONAL,10000,10.99,0.33,N,14,1,10000
36.0,30000,RENT,1,MEDICAL,5000,16.29,0.17,Y,13,1,5000
36.0,83000,MORTGAGE,3,DEBTCONSOLIDATION,14000,15.62,0.17,Y,12,1,14000
36.0,25000,RENT,1,DEBTCONSOLIDATION,9500,11.36,0.38,N,12,1,9500
36.0,51000,RENT,11,DEBTCONSOLIDATION,1500,16.29,0.03,Y,13,1,1500
36.0,42000,MORTGAGE,3,PERSONAL,2000,11.36,0.05,N,12,1,2000
36.0,61959,RENT,9,DEBTCONSOLIDATION,25000,12.73,0.4,N,17,1,25000
36.0,38000,RENT,0,VENTURE,13200,11.48,0.35,N,16,1,13200
36.0,98656,RENT,2,HOMEIMPROVEMENT,7500,13.06,0.08,N,14,1,7500
36.0,34000,MORTGAGE,0,HOMEIMPROVEMENT,10000,11.97,0.29,Y,11,1,10000
36.0,88000,RENT,4,HOMEIMPROVEMENT,10000,11.83,0.11,N,17,1,10000
36.0,91800,MORTGAGE,20,MEDICAL,13000,13.79,0.12,Y,16,1,13000
36.0,34000,RENT,4,MEDICAL,12350,11.11,0.36,N,11,1,12350
36.0,54000,RENT,3,MEDICAL,5000,16.49,0.09,N,15,1,5000
36.0,62004,RENT,1,HOMEIMPROVEMENT,25000,10.62,0.41,N,14,1,25000
36.0,51000,RENT,4,MEDICAL,14000,7.88,0.27,N,13,1,14000
36.0,44000,RENT,0,VENTURE,15000,16.77,0.34,N,13,1,15000
36.0,24000,RENT,1,EDUCATION,2000,18.39,0.08,Y,17,1,2000
36.0,26400,OWN,2,DEBTCONSOLIDATION,6000,7.9,0.23,N,14,1,6000
36.0,49000,MORTGAGE,11,DEBTCONSOLIDATION,15200,16.0,0.32,Y,15,1,15200
36.0,54996,RENT,8,EDUCATION,20000,11.36,0.36,N,14,1,20000
36.0,54400,RENT,24,MEDICAL,6000,9.63,0.09,N,17,1,6000
36.0,50000,RENT,6,VENTURE,17000,11.71,0.34,N,12,1,17000
36.0,90000,RENT,2,VENTURE,7000,15.62,0.08,N,14,1,7000
36.0,56400,MORTGAGE,3,DEBTCONSOLIDATION,20000,17.14,0.36,Y,13,1,20000
36.0,34000,MORTGAGE,5,MEDICAL,4000,14.35,0.12,N,12,1,4000
36.0,80000,RENT,3,HOMEIMPROVEMENT,35000,10.62,0.44,N,11,1,35000
36.0,26000,RENT,2,PERSONAL,10000,14.11,0.38,Y,17,1,10000
36.0,67000,RENT,8,PERSONAL,25000,7.9,0.37,N,15,1,25000
36.0,14500,RENT,2,EDUCATION,3600,13.61,0.25,Y,15,1,3600
36.0,29004,RENT,5,MEDICAL,2000,13.85,0.07,Y,14,1,2000
36.0,39000,RENT,6,VENTURE,4000,15.33,0.1,N,15,1,4000
36.0,29000,RENT,0,EDUCATION,5000,14.61,0.17,N,13,1,5000
36.0,30000,RENT,0,EDUCATION,10000,10.36,0.33,N,11,1,10000
36.0,54000,RENT,3,DEBTCONSOLIDATION,10000,17.39,0.19,Y,16,1,10000
36.0,38000,RENT,2,MEDICAL,12800,17.04,0.34,Y,14,1,12800
36.0,48996,RENT,2,PERSONAL,10000,14.11,0.2,N,14,1,10000
36.0,42000,RENT,0,PERSONAL,16000,11.11,0.4,N,13,1,16000
36.0,64000,MORTGAGE,8,EDUCATION,8000,15.62,0.13,Y,15,1,8000
36.0,45000,RENT,2,HOMEIMPROVEMENT,8000,15.11,0.18,Y,12,1,8000
36.0,18000,RENT,0,HOMEIMPROVEMENT,12000,18.39,0.56,Y,12,1,12000
36.0,29004,RENT,0,HOMEIMPROVEMENT,1500,12.87,0.05,Y,13,1,1500
36.0,18000,RENT,3,EDUCATION,8000,10.75,0.44,N,15,1,8000
36.0,60000,RENT,1,HOMEIMPROVEMENT,20000,7.88,0.33,N,13,1,20000
36.0,29000,MORTGAGE,2,DEBTCONSOLIDATION,4800,12.99,0.17,Y,15,1,4800
36.0,24000,RENT,0,VENTURE,1500,14.61,0.06,N,14,1,1500
36.0,30000,RENT,0,PERSONAL,10000,15.99,0.33,N,12,1,10000
36.0,71400,RENT,18,MEDICAL,19200,13.48,0.22,Y,12,1,19200
36.0,59000,MORTGAGE,6,EDUCATION,10000,14.27,0.17,N,15,1,10000
36.0,59813,MORTGAGE,6,MEDICAL,20000,17.74,0.28,N,11,1,20000
36.0,54000,RENT,0,MEDICAL,24000,14.61,0.44,Y,12,1,24000
36.0,48000,RENT,4,DEBTCONSOLIDATION,15000,15.99,0.31,N,17,1,15000
36.0,48500,RENT,4,MEDICAL,15000,13.85,0.31,N,13,1,15000
36.0,31200,RENT,0,PERSONAL,10000,10.37,0.32,N,15,1,10000
36.0,54000,RENT,2,HOMEIMPROVEMENT,10000,15.95,0.19,N,14,1,10000
36.0,24000,RENT,1,EDUCATION,1450,14.27,0.06,Y,14,1,1450
36.0,44004,RENT,2,MEDICAL,10000,14.61,0.23,N,11,1,10000
36.0,49000,RENT,3,DEBTCONSOLIDATION,16000,10.37,0.33,N,14,1,16000
36.0,54000,RENT,2,DEBTCONSOLIDATION,10000,14.11,0.19,N,15,1,10000
36.0,34000,RENT,4,EDUCATION,5000,12.84,0.15,Y,14,1,5000
36.0,44000,RENT,3,HOMEIMPROVEMENT,10000,11.36,0.23,N,16,1,10000
36.0,44000,MORTGAGE,8,DEBTCONSOLIDATION,17000,8.9,0.39,N,11,1,17000
36.0,45996,RENT,2,VENTURE,15000,16.0,0.33,Y,12,1,15000
36.0,40000,RENT,5,EDUCATION,15000,7.51,0.38,N,12,1,15000
36.0,34000,MORTGAGE,5,HOMEIMPROVEMENT,4000,15.62,0.12,N,11,1,4000
36.0,25000,RENT,3,VENTURE,10000,11.48,0.4,N,11,1,10000
36.0,54000,MORTGAGE,0,MEDICAL,16000,14.61,0.3,Y,12,1,16000
36.0,58000,RENT,0,EDUCATION,16800,15.37,0.3,Y,13,1,16800
36.0,54000,RENT,5,HOMEIMPROVEMENT,10000,13.99,0.19,Y,16,1,10000
36.0,66300,MORTGAGE,11,MEDICAL,15000,12.87,0.19,Y,15,1,15000
36.0,15000,RENT,2,MEDICAL,5000,11.91,0.33,Y,15,1,5000
36.0,52000,RENT,1,HOMEIMPROVEMENT,20000,11.48,0.38,N,11,1,20000
36.0,148000,RENT,6,DEBTCONSOLIDATION,14000,7.51,0.09,N,16,1,14000
36.0,30000,RENT,6,DEBTCONSOLIDATION,10000,7.51,0.33,N,16,1,10000
36.0,44000,MORTGAGE,4,DEBTCONSOLIDATION,2000,16.35,0.05,N,14,1,2000
36.0,45000,RENT,0,MEDICAL,16000,14.74,0.36,Y,13,1,16000
36.0,54000,RENT,2,HOMEIMPROVEMENT,6000,16.35,0.11,N,17,1,6000
